transaction_id,customer_id,transaction_date,amount,payment_method
89c2a374-c8dc-4cce-b5aa-ef512ad387aa,f259c312-fb0d-43b2-ad67-29ab97ecf7da,13/03/2024,323.27,PayPal
5c1a7dbc-a247-48e7-922d-1104110eba29,d7294bc8-a5bf-45f9-bca2-11eb5425be9a,11/04/2024,863.22,Debit Card
496f735e-06b3-4746-8cf5-f0fb74b20028,5fa4c487-f81b-45b2-9eb1-12a77cf6cc8a,08/10/2023,502.27,Bank Transfer
3d0221fc-be27-45da-907c-ca072e859eb4,13b9f49d-f26e-46af-8b0d-0afcfa299697,22/05/2024,799.45,PayPal
8c6437ed-4637-42b5-973c-cf75cbc56f8d,ca294d49-db75-4c24-a958-11f2373cb76d,22/12/2023,879.08,PayPal
352c039f-656c-4340-b501-957d66872ea8,9a56de76-e5fb-469e-ad46-48437e8ad290,17/02/2024,675.81,Debit Card
da018a59-3d1f-4866-9250-c49477613aea,468e0ba0-a4fc-4fcd-96c9-a6d36c942643,05/12/2023,70.11,PayPal
b03a5a7b-0214-4004-8acb-4f1210173799,4a5a0518-1e89-4ca8-b15e-dd0148f20aa2,08/10/2023,843.98,Cash
e0e0b5eb-5743-4478-bfde-ca0e1b0f57a3,b5dfd8da-bab8-498e-9789-a2435c59d19f,26/02/2024,438.66,Credit Card
2d9060bc-c4ee-4e64-982f-f17d9eb7d2fd,b2f7fda3-1b70-4ef8-83c5-756f7b7ddc92,30/05/2024,607.33,Credit Card
b9c5526e-ecdb-461b-a991-268acb754afd,3897d051-6a45-42d5-8267-ea3208987e0f,29/10/2023,999.71,PayPal
7e09481a-dc28-4cd2-8ff7-2dae425f4497,812e3bb2-2986-4223-b75d-dab904a70db6,04/08/2024,994.97,Credit Card
42bd12c5-dd92-42a7-ae1f-18f8c9c430b6,07cb7822-e493-4631-89ef-e621a9d30b45,17/04/2024,624.21,Credit Card
7c9f967d-6e83-47cd-8082-ead52b8e9c93,abe24589-9707-4101-a295-98a08b4f1ad9,29/10/2023,687.03,Credit Card
226f8a48-46a9-455a-b272-3748c20d8517,76b1cb47-375e-4ecf-a8b6-4e7312b1f459,22/01/2024,190.2,Debit Card
714acda3-118d-4953-9335-529d69af3823,faff4dff-5a1b-4824-a5f3-2f88990b4e00,12/04/2024,819.09,Debit Card
0bce0c6a-3dfe-4056-87f5-97b6e93ebad8,4e1ae961-9f45-4c43-92b8-18d59f7c8374,23/03/2024,441.32,Debit Card
e2a794ab-abda-419a-ac1f-d16858c6b63e,e4437555-ff04-4b27-8435-b81f8c0ce9f6,13/01/2024,356.11,Credit Card
b74e2e4b-2705-4b1a-9d41-6164199c0019,5d35181e-7d51-45b5-938f-d016e76b42f1,18/05/2024,516.1,Debit Card
ea6b91e9-32f4-40f7-8352-e6e32c552733,76b1cb47-375e-4ecf-a8b6-4e7312b1f459,23/08/2024,633.43,Cash
0ad36727-2a76-4352-8b29-dbdd95a497c7,78c7ab77-42af-4d36-8147-747313bf3368,03/05/2024,61.81,Bank Transfer
1ff10a7c-bdad-4584-a8af-feb1883fc77b,07cb7822-e493-4631-89ef-e621a9d30b45,18/09/2024,673.35,Bank Transfer
8f5ed6bd-9f90-4fdd-8ea5-3045266bc433,5b979cde-ec28-4b1a-a6cd-79f7fd1d13f4,31/01/2024,835.91,Debit Card
f33aae58-b4d9-4027-adb0-7527ae8a39fa,7fd6fbad-3bb1-46e7-87f8-5af2cd23100b,27/02/2024,912.98,Debit Card
8c3d8ba6-e0bb-480e-aeee-f7848185c19c,5ae2ee97-00a3-436e-aff6-d720ec020dd0,04/12/2023,752.7,Debit Card
03a11434-4eb5-4337-80b7-6b131e1bfb8e,35bbf576-1043-471e-afe5-3bf7724b9fe2,30/06/2024,737.5,PayPal
7a4bf26f-a3a9-4396-a651-66a20d4c824c,8d09881d-6f49-487f-af94-28538c82540a,23/07/2024,364.56,Bank Transfer
a5484230-fb5e-4d65-a7bb-715c629bfdfe,00739449-43a8-4182-a0c5-0ff9deec938a,16/03/2024,406.85,Credit Card
d05c4f5c-7566-4b16-8151-6478c63f8733,abe24589-9707-4101-a295-98a08b4f1ad9,12/08/2024,495.26,Credit Card
dce1be03-be98-4585-8020-8fe5896d7f06,abe24589-9707-4101-a295-98a08b4f1ad9,21/08/2024,799.43,Credit Card
3dea1c8f-a2fa-4de2-9648-a626042afb51,b2ad62f7-fb41-4609-b461-109496961fa8,18/09/2024,695.55,Bank Transfer
4aff9a03-4cda-4dda-b926-c23e1f30c0fd,a93b0fa0-2cba-44e6-a1cb-53dd7b7627ea,02/05/2024,634.34,Cash
432c4cbd-ad62-4e74-b72e-6144c52f4144,688e902e-f164-420a-bbd9-be97fb9cf31e,29/08/2024,201.13,Cash
f36337ce-c279-4328-956a-c50e5fce82f9,4e1ae961-9f45-4c43-92b8-18d59f7c8374,24/04/2024,618.09,Debit Card
3559b995-2906-4797-92b4-e08915ca09d8,849216c1-5b35-4461-8761-76f3fd34a760,18/01/2024,236.43,PayPal
99d7da4f-e54c-4d64-951a-a3c5908637e8,78c7ab77-42af-4d36-8147-747313bf3368,10/06/2024,360.05,Debit Card
d1c02b17-7a20-4334-a93f-3464ca747572,8d09881d-6f49-487f-af94-28538c82540a,20/07/2024,840.02,Credit Card
b24522a5-0e0e-49d3-a556-335a042c7a42,ba79031f-046c-4ea1-b50a-07b8d34d822b,02/12/2023,174.31,Credit Card
4fde1c33-f239-44fb-b541-f8d8ed07926d,abe24589-9707-4101-a295-98a08b4f1ad9,10/03/2024,629.94,Debit Card
b0b9890e-7aa6-4d92-86cb-90fc567827dc,8c18be16-d1d8-47fd-af06-d7d3065a20a8,30/04/2024,473.93,Cash
becfc74d-ac4f-47e5-9d11-d930dad2ab4a,ca19242f-47ae-47b1-b85c-d8f99e380197,29/05/2024,94.24,PayPal
dd6443da-6a88-40f9-8520-5574c5ef4bad,7fd6fbad-3bb1-46e7-87f8-5af2cd23100b,,432.13,PayPal
74135369-9891-4f75-b1b6-1e82904796b9,0c35ba87-304c-4a62-92bc-ed614f47f751,01/05/2024,815.97,PayPal
61f0a8f6-e3c7-4b89-923d-225aaad80681,d9dd496b-5d89-460a-b31b-87b9485012b9,01/07/2024,45.92,Credit Card
104b7f29-5900-455e-bf2f-22e13fe39281,f259c312-fb0d-43b2-ad67-29ab97ecf7da,04/12/2023,407.6,Cash
16eede65-80e4-40de-98f5-3d4246acf71c,0b3748ad-8baf-4c1c-8aa7-03f3dd0e9813,02/06/2024,225.55,Credit Card
878347e5-2379-4937-ab09-11cf7376a3d7,ca19242f-47ae-47b1-b85c-d8f99e380197,21/12/2023,92.9,PayPal
801d5069-0ea6-4d07-9d0a-56ac24da8b5d,87e276db-3ddc-4fb9-b003-96899b697aea,13/08/2024,423.19,Bank Transfer
20dd8b0f-f80b-4e76-b213-2360713b99e3,2e053e3e-2590-4af9-b3e2-8230a35f059c,25/03/2024,478.24,Credit Card
65af90fd-15a0-408d-8b45-2aae50089546,8d09881d-6f49-487f-af94-28538c82540a,08/01/2024,810.04,Bank Transfer
bbdd443f-07b6-48ef-9803-5654eb00deb3,75baf235-001c-4aea-882e-00ad7bdbf1b7,31/01/2024,431.42,Cash
2d37b018-661f-4c29-8cbd-56266775de8a,ca19242f-47ae-47b1-b85c-d8f99e380197,22/07/2024,460.58,Credit Card
1d9f47cf-69be-4940-b73a-ae2dfda655ee,35bbf576-1043-471e-afe5-3bf7724b9fe2,21/04/2024,778.75,PayPal
1da1946f-bf9d-416d-8fb3-4b0c0a9cf52c,87e276db-3ddc-4fb9-b003-96899b697aea,08/08/2024,602.91,Credit Card
d526464c-e861-4f70-b0f7-f88b997cb4f3,c39343a4-7273-4f8d-882c-94005cf70af4,06/06/2024,780.13,Bank Transfer
f0ea4610-a219-4763-8a5f-c79853946652,5d7a4c06-1390-4d43-a997-1a2c6bb6813d,24/03/2024,868.53,Bank Transfer
2a669a7f-8842-4c0c-9962-d84dab05819e,1cd21754-cfe9-44ed-8c6b-145c696a71ab,23/09/2024,426.75,PayPal
f9fce266-746b-413d-b5ac-d70e1a95425d,1baba348-e104-48d4-94d7-b755a0e87738,07/05/2024,447.1,Cash
a0145056-891f-45e1-9faf-2d127fd70d65,fb87ffbd-82d5-4dc7-8632-c538dd1c7c95,31/10/2023,896.35,Cash
ced51d1c-cfca-4faf-be18-005851103c75,ca294d49-db75-4c24-a958-11f2373cb76d,12/10/2023,590.63,Credit Card
c82ac6cc-6d75-4d5d-a4f9-2a7a53a0d60e,b5dfd8da-bab8-498e-9789-a2435c59d19f,03/12/2023,110.48,Credit Card
0c8bf24c-16e6-4532-87b1-60e61ecb93b5,b68d0cdb-738f-4625-bc47-c666bd7721fb,17/06/2024,947.41,Bank Transfer
2b7be55b-2276-43b6-88dd-9c43c92f2636,b68d0cdb-738f-4625-bc47-c666bd7721fb,02/02/2024,403.51,Credit Card
fc8e6c31-d21d-4eb6-b9b1-d016494a5515,925b19d3-6307-41c3-826b-0e309f280d8a,29/08/2024,643.35,Cash
bd88d5dc-808a-45ec-8ceb-fe83db202540,cc2838d7-e66b-4dc9-b9be-70747f8dcf36,18/08/2024,731.56,Debit Card
59b0d0d8-449e-4789-9809-dde9471411c5,d7294bc8-a5bf-45f9-bca2-11eb5425be9a,01/02/2024,267.79,Cash
1381058b-72aa-42f2-b0e6-fa9775bca82e,146721b0-4519-4ddb-bcf3-e3a6f6eac2dc,12/01/2024,742.55,PayPal
d7635a64-49e3-433f-892c-b1077f0e8c12,b2ad62f7-fb41-4609-b461-109496961fa8,01/02/2024,260.72,Credit Card
e7188f31-12dd-46f7-9b06-1108f0ff183d,87e276db-3ddc-4fb9-b003-96899b697aea,02/11/2023,134.25,Credit Card
5d41f832-3b96-40b4-9e07-8f50caa03c9d,76b1cb47-375e-4ecf-a8b6-4e7312b1f459,14/10/2023,525.4,PayPal
5f181ae4-d8c2-4a52-a39a-94cfb9c97159,8133679f-033d-4ddb-92eb-d651071ad44f,18/12/2023,501.53,Debit Card
df49a117-1b02-4f49-a1d1-7a73634849bf,059905ec-c843-4237-b2f1-ffd9ea1bc44b,16/08/2024,272.96,Bank Transfer
7e1e5d76-c0d3-4d21-912c-5ddc6927ac82,baba7087-8d29-4f61-8ead-4faba283f5b5,22/11/2023,999.98,PayPal
f1650713-591d-4fdd-b8b1-94ae1414dea9,0b3748ad-8baf-4c1c-8aa7-03f3dd0e9813,08/07/2024,773.92,PayPal
a95e12a6-cd95-4db1-b875-7457e2c2c841,b2f7fda3-1b70-4ef8-83c5-756f7b7ddc92,13/08/2024,355.2,Cash
5bc778f6-9661-4cca-9e60-9d66d7171996,ffc7d293-928e-41b0-bd6e-c7dcf3677479,26/03/2024,175.71,Bank Transfer
4bba9050-c0a1-42fe-bf3d-2c446b0f89ae,f259c312-fb0d-43b2-ad67-29ab97ecf7da,02/06/2024,16.6,PayPal
45977619-4351-4e64-8f56-ae5dfc0e18b2,0113a41a-72a4-49ac-8d84-96246ed7e1e2,15/02/2024,594.45,Bank Transfer
41638424-3950-467f-aff8-9e72ca06423f,4b7ed8e6-87ff-4d10-af03-0090290c0ebd,25/11/2023,167.04,Debit Card
7db38379-5a6b-4e83-bf7d-2c2c32df179c,5d7a4c06-1390-4d43-a997-1a2c6bb6813d,13/11/2023,797.89,Debit Card
96a604cc-46fc-44c3-adab-c5f0502b7a70,98f5a26f-f171-4ecf-8cd3-f977d40427e1,06/08/2024,600.05,Cash
cd69dea2-a0bb-455c-b95b-5c5d94940d38,6e15f15d-7dba-410e-bdb0-1838295cb86e,23/08/2024,652.18,Bank Transfer
6ea24cc4-5382-4d6b-90d6-861016334e66,e2ef4005-45ba-4338-b6b0-20c0298f69b3,24/08/2024,11.7,Bank Transfer
5c2ff18b-ddd6-4601-bda9-40bf9965dc11,382b7ac3-352a-492f-9b04-a9a9497f209a,09/07/2024,360.96,Credit Card
16fa6290-eebd-4410-8afa-21f12e17cfff,1848ede1-8f8c-4f80-9c13-4df0bc1dc6c7,03/07/2024,842.14,Debit Card
a728e38f-c778-49ed-8875-ea1a56535eec,abe24589-9707-4101-a295-98a08b4f1ad9,02/12/2023,290.03,Debit Card
8e26cc97-bae1-4951-97ca-25d00f81720c,2d77189a-7851-45aa-9a25-7e9c20a70e45,16/05/2024,937.16,Bank Transfer
f8990865-6e03-432b-9b7d-e479107cd800,b2ad62f7-fb41-4609-b461-109496961fa8,25/05/2024,317.57,Cash
e6c37d35-14a4-4637-9978-cfd192a7cedd,3897d051-6a45-42d5-8267-ea3208987e0f,05/10/2024,989.32,Debit Card
c34436a2-2891-438c-ac7e-47bc3c4e0a30,4a5a0518-1e89-4ca8-b15e-dd0148f20aa2,27/10/2023,223.73,Cash
d2853330-ab96-403b-b32a-c5b7dbf459c3,849216c1-5b35-4461-8761-76f3fd34a760,09/12/2023,651.28,Credit Card
5f7571c9-bd4e-4ce8-9825-8171a3ef9cbb,5fa4c487-f81b-45b2-9eb1-12a77cf6cc8a,21/02/2024,797.46,Credit Card
9c7c3ae3-53c7-4aba-8d14-57cf0265343f,11e54b2b-16df-4499-aea8-a7ca745b4b0a,17/04/2024,800.29,Bank Transfer
d7f66f18-a302-4d72-912a-574129a8276b,5ae2ee97-00a3-436e-aff6-d720ec020dd0,20/12/2023,571.56,Debit Card
c5220f1a-7adb-4008-8d65-d191f5453767,75baf235-001c-4aea-882e-00ad7bdbf1b7,17/11/2023,353.1,Cash
c4eb9510-4039-4c51-a7c7-cf2bc47890c9,5b979cde-ec28-4b1a-a6cd-79f7fd1d13f4,25/03/2024,926.72,Credit Card
f095e61a-b7bf-48f9-8ff0-3e64784b0a4d,5ae2ee97-00a3-436e-aff6-d720ec020dd0,19/09/2024,218.05,Credit Card
d7a11337-e672-4272-9082-1aeede8d7a49,48026ef5-661f-4139-a7f4-718fe486c7e0,11/02/2024,715.94,Debit Card
477dfee5-da71-45d9-aaba-5fe3e89f3623,5fa4c487-f81b-45b2-9eb1-12a77cf6cc8a,29/01/2024,263.63,Cash
230e4588-c937-4d49-b130-792d69acb49f,0113a41a-72a4-49ac-8d84-96246ed7e1e2,17/08/2024,586.02,PayPal
de20ccef-6a32-4a16-892c-adf4f0f592f2,a93b0fa0-2cba-44e6-a1cb-53dd7b7627ea,19/12/2023,963.55,Credit Card
2cb8761d-6764-403b-8292-682a788a802e,1b81040f-184e-47c7-b6f7-86c39fb5c69d,25/12/2023,259.3,Cash
ce38393c-c64b-41e2-a9f9-e606f8b4cf46,9a56de76-e5fb-469e-ad46-48437e8ad290,26/02/2024,549.5,Bank Transfer
ecc39586-3705-438c-b3d8-959ee06de3b5,1848ede1-8f8c-4f80-9c13-4df0bc1dc6c7,26/09/2024,96.43,Bank Transfer
4fc28478-2701-4016-938c-94906ef9bcb0,812e3bb2-2986-4223-b75d-dab904a70db6,14/12/2023,437.22,Credit Card
3b7d9df0-c7f1-4931-a95b-cf08651d4981,e2ef4005-45ba-4338-b6b0-20c0298f69b3,05/11/2023,813.03,Bank Transfer
2dbefb00-bf2b-4286-bf9c-47662842273f,2d77189a-7851-45aa-9a25-7e9c20a70e45,11/09/2024,214,Cash
1bd3c208-c5ab-4bb6-a037-34c468d06474,2d77189a-7851-45aa-9a25-7e9c20a70e45,19/05/2024,170.9,Bank Transfer
d1aa5c9b-3695-4c5b-9dbc-0056bd68d100,b077c516-14b3-4bd0-89e7-614ab84fbcf8,25/08/2024,235.69,PayPal
006e49d7-47f7-4d8a-97d2-a571e7941fde,6f71c113-6394-43d6-8953-985727e1204b,13/07/2024,74.35,Credit Card
7a7562f2-7316-42ed-b79b-86df7594f6ca,ba79031f-046c-4ea1-b50a-07b8d34d822b,29/12/2023,617.43,Debit Card
9e0c60ac-a886-4036-8bb5-9aebe3f5a4ee,b2ad62f7-fb41-4609-b461-109496961fa8,29/08/2024,824.97,Debit Card
851a52f9-b3b2-4474-b591-1460eb41fba4,abe24589-9707-4101-a295-98a08b4f1ad9,26/06/2024,673.68,Bank Transfer
56f5d0d6-28d2-47ed-9ecf-bf75b44be764,00739449-43a8-4182-a0c5-0ff9deec938a,27/09/2024,518.28,PayPal
f2bb62d2-6dfe-44ab-95be-1f9356cedb56,16b9b3ac-8c03-4f25-aee4-76cd0ffe6639,10/09/2024,283.7,Cash
9b3ea5c9-78c9-4406-9202-c6d3d86dd699,468e0ba0-a4fc-4fcd-96c9-a6d36c942643,12/12/2023,179.82,PayPal
37202603-c92c-4558-b9ec-308475759e7c,ce278477-688b-4b0e-8b24-644ac8ac00b2,31/08/2024,207.74,Cash
6f1fa009-1e2c-4cca-b4fd-7eea3b3756ff,e4437555-ff04-4b27-8435-b81f8c0ce9f6,05/07/2024,525.87,Cash
92df67a7-640d-4978-8d0a-60968e0d382c,5d7a4c06-1390-4d43-a997-1a2c6bb6813d,21/10/2023,600.98,Debit Card
c868bc69-0fd1-443d-bb6d-61542da625c2,146721b0-4519-4ddb-bcf3-e3a6f6eac2dc,09/10/2023,539.38,Credit Card
0e1da4d2-f6d4-4f6d-a06d-646290dd2d6c,0113a41a-72a4-49ac-8d84-96246ed7e1e2,10/08/2024,511.97,Debit Card
4f9ed38e-7397-498d-9fd1-ed7c8698f4a2,75baf235-001c-4aea-882e-00ad7bdbf1b7,24/01/2024,540.86,PayPal
0410f9fc-6e42-4383-84ed-0e66b450042c,98f5a26f-f171-4ecf-8cd3-f977d40427e1,19/05/2024,206.72,PayPal
6cde816d-24df-456e-9298-620636f06853,d9dd496b-5d89-460a-b31b-87b9485012b9,20/07/2024,837.3,PayPal
e47f3d4c-03be-40c8-b05a-76a2adb3d708,093c1fd2-c9d8-46e1-b8b4-17d1f603f613,26/03/2024,96.18,Credit Card
053a161d-7af0-4833-84fd-092db096defa,e4437555-ff04-4b27-8435-b81f8c0ce9f6,15/01/2024,729.33,Cash
1580477c-7dd3-4b0e-845a-ac0355155b66,c43e2556-d40d-4a17-9d8c-90d341bed4ae,24/10/2023,846.55,PayPal
fe918e88-7aab-48e2-ae7c-90392af69b8f,b5dfd8da-bab8-498e-9789-a2435c59d19f,15/09/2024,186.38,PayPal
dd0de497-3280-4608-9cf5-2ec5c60f677c,5d35181e-7d51-45b5-938f-d016e76b42f1,09/08/2024,686.89,Credit Card
06f0addb-f0d8-4b2b-8ced-35a0021a3985,849216c1-5b35-4461-8761-76f3fd34a760,19/03/2024,766.49,Cash
83229a06-d59e-417a-b62c-82fe51af58ff,78c7ab77-42af-4d36-8147-747313bf3368,23/05/2024,450.27,Credit Card
ec744564-6f44-425d-a7b4-b4364b06bbcd,578d190a-e69d-44b4-84df-21af3e6d0a5f,01/12/2023,237.36,PayPal
6cafdf4a-6154-4b8c-89b7-2e550d3372e9,ca19242f-47ae-47b1-b85c-d8f99e380197,13/01/2024,208.27,Cash
835430cb-f501-449e-9b47-9f40231295f2,9a56de76-e5fb-469e-ad46-48437e8ad290,21/11/2023,43.64,Credit Card
cc22f586-8828-4a4a-b03e-f639786f8359,0f221489-5f3c-46cd-8126-5270da1aeb99,30/07/2024,514.93,Credit Card
28299d30-d3d7-4e5c-a008-295e06137a40,3e585eee-488f-4276-a38f-743fe1663c68,20/11/2023,559.61,Bank Transfer
71c68e4b-bccc-46ff-b66c-f3dfdd71446c,15cda167-10ee-487d-8b4c-7b416b4aff86,11/10/2023,248.88,Debit Card
c4442d15-d918-4296-8bd0-30da0e52efab,c43e2556-d40d-4a17-9d8c-90d341bed4ae,01/11/2023,320.31,Debit Card
10dac295-ea63-4528-ac70-0bc85a2dd85f,4b7ed8e6-87ff-4d10-af03-0090290c0ebd,05/08/2024,681.3,Debit Card
04eec9d9-416e-4f3d-a93e-dfe320c167a0,8d09881d-6f49-487f-af94-28538c82540a,26/06/2024,803.81,Credit Card
b4ec9e0f-180a-4e18-8e88-46d738584af2,578d190a-e69d-44b4-84df-21af3e6d0a5f,01/05/2024,808.2,PayPal
9245ad43-3f94-4c0b-bfce-b01f8ebb1e7a,48026ef5-661f-4139-a7f4-718fe486c7e0,29/01/2024,292.31,Credit Card
9bb59822-3a21-4c93-9c6e-2f5eeec012c9,15cda167-10ee-487d-8b4c-7b416b4aff86,04/07/2024,346.45,Credit Card
9901fc5b-8777-4e14-99b8-45d0d55afc3a,baba7087-8d29-4f61-8ead-4faba283f5b5,01/10/2024,641.03,Credit Card
288ad7a6-4cfd-42f1-93bc-56de741f9e96,4ded3c08-28b4-42a4-a1cb-a858233d79e3,07/07/2024,190.88,Cash
c1cf5337-4b3d-4331-892f-d65e88f554fd,1fa119c0-7d62-48c3-9d7b-f616f4190772,06/03/2024,657.14,PayPal
3f9cc0da-1cc9-44e6-87c9-04b59e3748ca,00739449-43a8-4182-a0c5-0ff9deec938a,25/02/2024,946.69,Bank Transfer
975a8321-b97b-4ed2-b1c3-baabda785f76,8c18be16-d1d8-47fd-af06-d7d3065a20a8,11/10/2023,382.47,PayPal
2b437864-8e6d-45de-9764-ccedb405652e,9a56de76-e5fb-469e-ad46-48437e8ad290,12/01/2024,88.75,Credit Card
